temperature,humidity,
05:27:01,61.34,87
05:27:02,61.34,86
05:27:03,60.08,88
05:27:04,59.18,88
05:27:05,59,89
05:27:06,59.54,87
05:27:07,61.7,79
05:27:08,64.4,72
05:27:09,68,62
05:27:10,71.42,52
05:27:11,73.04,46
05:27:12,75.02,42
05:27:13,76.1,48
05:27:14,73.58,51
05:27:15,69.08,62
05:27:16,65.66,58
05:27:17,67.28,63
05:27:18,67.28,67
05:27:19,65.84,75
05:27:20,65.12,73
05:27:21,64.58,71
05:27:22,63.86,80
05:27:23,63.68,83
05:28:00,63.68,81
05:28:01,63.68,83
05:28:02,63.5,81
05:28:03,63.5,81
05:28:04,63.5,81
05:28:05,62.06,87
05:28:06,62.42,86
05:28:07,62.24,87
05:28:08,63.68,83
05:28:09,67.1,68
05:28:10,66.92,73
05:28:11,68,68
05:28:12,70.16,60
05:28:13,71.78,58
05:28:14,75.02,53
05:28:15,77,50
05:28:16,76.28,54
05:28:17,75.2,53
05:28:18,72.68,61
05:28:19,69.8,69
05:28:20,67.1,80
05:28:21,65.84,83
05:28:22,64.04,86
05:28:23,63.5,88
05:29:00,62.78,88
05:29:01,62.24,89
05:29:02,61.34,91
05:29:03,60.44,92
05:29:04,59.9,91
05:29:05,60.08,90
05:29:06,60.26,89
05:29:07,64.04,82
05:29:08,68.72,70
05:29:09,72.86,60
05:29:10,76.64,49
05:29:11,78.8,44
05:29:12,81.14,42
05:29:13,82.76,40
05:29:14,84.74,37
05:29:15,84.2,36
05:29:16,83.3,37
05:29:17,81.68,38
05:29:18,79.34,40
05:29:19,75.56,46
05:29:20,70.88,60
05:29:21,68.72,67
05:29:22,66.92,70
05:29:23,65.84,74
05:30:00,65.12,76
05:30:01,63.86,80
05:30:02,62.78,81
05:30:03,61.52,85
05:30:04,61.34,87
05:30:05,61.16,86
05:30:06,63.5,82
05:30:07,66.2,74
05:30:08,69.44,65
05:30:09,73.4,55
05:30:10,77,46
05:30:11,79.88,41
05:30:12,82.4,37
05:30:13,84.38,41
05:30:14,83.84,39
05:30:15,81.68,33
05:30:16,78.44,39
05:30:17,76.64,47
05:30:18,74.48,46
05:30:19,72.32,48
05:30:20,69.98,55
05:30:21,68.54,59
05:30:22,66.56,61
05:30:23,66.02,63
05:31:00,65.48,64
05:31:01,64.4,73
05:31:02,64.22,70
05:31:03,62.42,75
05:31:04,62.78,74
05:31:05,62.78,77
05:31:06,63.86,73
05:31:07,68,61
05:31:08,71.96,63
05:31:09,73.94,42
05:31:10,75.92,51
05:31:11,76.28,43
05:31:12,76.28,44
05:31:13,76.1,47
05:31:14,74.66,57
05:31:15,74.66,57
05:31:16,74.84,62
05:31:17,74.12,62
05:31:18,70.52,62
05:31:19,68.54,67
05:31:20,66.74,68
05:31:21,64.94,70
05:31:22,63.5,71
05:31:23,61.88,70
06:01:00,60.8,70
06:01:01,59.72,74
06:01:02,59,76
06:01:03,59.54,73
06:01:04,60.44,70
06:01:05,62.96,59
06:01:06,61.34,68
06:01:07,63.68,62
06:01:08,69.08,38
06:01:09,74.66,37
06:01:10,78.08,30
06:01:11,80.6,33
06:01:12,82.76,32
06:01:13,81.86,34
06:01:14,81.86,36
06:01:15,79.7,32
06:01:16,79.88,34
06:01:17,80.24,34
06:01:18,77.36,38
06:01:19,75.56,39
06:01:20,73.4,40
06:01:21,71.96,50
06:01:22,71.06,50
06:01:23,69.08,51
06:02:00,68.9,68
06:02:01,67.46,66
06:02:02,64.04,78
06:02:03,64.4,75
06:02:04,62.6,78
06:02:05,61.34,77
06:02:06,64.4,65
06:02:07,69.26,57
06:02:08,73.4,52
06:02:09,77.36,42
06:02:10,81.32,30
06:02:11,84.2,29
06:02:12,85.46,31
06:02:13,86.18,32
06:02:14,86.9,33
06:02:15,84.56,33
06:02:16,82.58,35
06:02:17,80.42,36
06:02:18,77.18,38
06:02:19,74.48,42
06:02:20,72.32,60
06:02:21,70.7,67
06:02:22,68.72,72
06:02:23,67.1,79
06:03:00,65.66,65
06:03:01,64.58,67
06:03:02,63.32,83
06:03:03,61.16,88
06:03:04,63.68,85
06:03:05,63.68,84
06:03:06,64.76,90
06:03:07,66.74,61
06:03:08,71.06,48
06:03:09,76.46,40
06:03:10,80.6,38
06:03:11,83.66,37
06:03:12,87.08,36
06:03:13,85.1,44
06:03:14,84.38,42
06:03:15,84.2,37
06:03:16,82.58,36
06:03:17,81.86,46
06:03:18,79.7,45
06:03:19,76.64,55
06:03:20,73.58,64
06:03:21,70.88,70
06:03:22,69.26,76
06:03:23,67.46,82
06:04:00,67.28,83
06:04:01,66.74,83
06:04:02,66.2,79
06:04:03,63.86,83
06:04:04,61.88,85
06:04:05,62.78,82
06:04:06,66.2,77
06:04:07,69.62,70
06:04:08,73.4,65
06:04:09,77.18,54
06:04:10,80.96,41
06:04:11,84.74,37
06:04:12,86.18,38
06:04:13,88.34,35
06:04:14,90.14,36
06:04:15,90.5,39
06:04:16,90.14,40
06:04:17,89.24,39
06:04:18,87.44,39
06:04:19,82.4,47
06:04:20,78.44,59
06:04:21,74.84,49
06:04:22,73.04,51
06:04:23,69.8,48
06:05:00,71.24,45
06:05:01,73.22,57
06:05:02,72.68,54
06:05:03,70.88,56
06:05:04,73.94,52
06:05:05,75.56,50
06:05:06,76.82,50
06:05:07,79.34,45
06:05:08,82.4,38
06:05:09,85.1,34
06:05:10,87.44,32
06:05:11,87.44,29
06:05:12,88.16,29
06:05:13,89.06,29
06:05:14,87.26,30
06:05:15,85.46,31
06:05:16,78.44,45
06:05:17,68.54,47
06:05:18,69.62,60
06:05:19,69.8,57
06:05:20,67.82,60
06:05:21,66.92,62
06:05:22,66.2,58
06:05:23,66.74,61
06:06:00,65.3,65
06:06:01,65.12,80
06:06:02,64.4,80
06:06:03,62.24,87
06:06:04,62.06,86
06:06:05,62.24,85
06:06:06,64.58,82
06:06:07,69.44,69
06:06:08,72.86,47
06:06:09,76.46,41
06:06:10,79.7,34
06:06:11,81.86,32
06:06:12,84.2,35
06:06:13,86.36,34
06:06:14,88.52,31
06:06:15,87.98,36
06:06:16,87.08,36
06:06:17,85.46,37
06:06:18,83.3,41
06:06:19,81.5,39
06:06:20,77.36,49
06:06:21,75.2,55
06:06:22,75.2,57
06:06:23,72.14,65
06:07:00,67.28,75
06:07:01,68.18,78
06:07:02,67.46,79
06:07:03,66.74,73
06:07:04,66.74,72
06:07:05,66.56,71
06:07:06,68.36,72
06:07:07,73.76,55
06:07:08,78.8,46
06:07:09,82.76,39
06:07:10,85.28,35
06:07:11,87.62,34
06:07:12,89.78,30
06:07:13,90.5,33
06:07:14,91.58,32
06:07:15,90.68,32
06:07:16,90.68,31
06:07:17,89.42,30
06:07:18,89.6,28
06:07:19,85.1,35
06:07:20,80.96,45
06:07:21,78.26,52
06:07:22,73.22,62
06:07:23,72.5,63
06:08:00,71.24,50
06:08:01,75.38,51
06:08:02,73.94,48
06:08:03,72.32,50
06:08:04,73.4,47
06:08:05,69.08,55
06:08:06,74.3,48
06:08:07,77.54,41
06:08:08,80.78,36
06:08:09,83.12,35
06:08:10,83.48,35
06:08:11,85.46,34
06:08:12,82.94,29
06:08:13,81.86,28
06:08:14,75.02,27
06:08:15,82.76,32
06:08:16,83.84,41
06:08:17,81.86,29
06:08:18,84.38,29
06:08:19,82.4,43
06:08:20,77.18,40
06:08:21,73.4,45
06:08:22,72.14,46
06:08:23,70.7,60
06:09:00,67.64,51
06:09:01,67.46,64
06:09:02,68.36,72
06:09:03,67.82,80
06:09:04,67.82,87
06:09:05,66.02,86
06:09:06,68,79
06:09:07,69.62,76
06:09:08,70.88,74
06:09:09,71.42,74
06:09:10,74.3,52
06:09:11,69.98,54
06:09:12,68.36,83
06:09:13,71.96,72
06:09:14,69.08,69
06:09:15,65.3,84
06:09:16,65.12,83
06:09:17,67.64,77
06:09:18,70.16,69
06:09:19,68.54,72
06:09:20,66.2,78
06:09:21,65.3,82
06:09:22,64.22,87
06:09:23,62.96,89
06:10:00,63.68,88
06:10:01,64.4,86
06:10:02,64.58,86
06:10:03,64.4,87
06:10:04,64.4,89
06:10:05,62.96,91
06:10:06,64.58,90
06:10:07,67.28,81
06:10:08,70.34,74
06:10:09,72.86,65
06:10:10,75.74,53
06:10:11,76.64,49
06:10:12,79.7,42
06:10:13,79.16,44
06:10:14,75.38,58
06:10:15,74.48,57
06:10:16,76.28,54
06:10:17,76.46,53
06:10:18,75.02,54
06:10:19,73.58,61
06:10:20,70.34,66
06:10:21,67.1,75
06:10:22,66.02,85
06:10:23,64.94,88
06:11:00,63.5,89
06:11:01,64.22,90
06:11:02,62.42,91
06:11:03,60.98,92
06:11:04,61.34,93
06:11:05,61.16,93
06:11:06,62.6,91
06:11:07,66.74,80
06:11:08,69.26,77
06:11:09,72.68,68
06:11:10,74.12,64
06:11:11,78.08,54
06:11:12,81.32,45
06:11:13,83.84,44
06:11:14,83.66,44
06:11:15,83.84,48
06:11:16,84.02,56
06:11:17,83.3,56
06:11:18,82.04,57
06:11:19,78.8,62
06:11:20,72.86,63
06:11:21,70.34,77
06:11:22,69.44,81
06:11:23,68.36,87
06:12:00,67.82,90
06:12:01,66.56,91
06:12:02,65.3,89
06:12:03,64.04,90
06:12:04,63.86,90
06:12:05,63.68,91
06:12:06,65.3,88
06:12:07,69.08,81
06:12:08,73.4,70
06:12:09,78.08,50
06:12:10,82.22,37
06:12:11,85.64,35
06:12:12,87.62,33
06:12:13,87.98,32
06:12:14,87.98,33
06:12:15,88.7,32
06:12:16,87.8,32
06:12:17,88.34,29
06:12:18,87.98,39
06:12:19,85.46,42
06:12:20,83.3,43
06:12:21,80.78,30
06:12:22,78.44,34
06:12:23,76.82,36
06:13:00,73.76,42
06:13:01,73.4,46
06:13:02,73.94,46
06:13:03,71.78,49
06:13:04,69.98,53
06:13:05,69.8,51
06:13:06,72.5,62
06:13:07,75.2,55
06:13:08,77.36,35
06:13:09,79.88,35
06:13:10,82.04,32
06:13:11,82.4,30
06:13:12,84.56,29
06:13:13,85.46,26
06:13:14,86,33
06:13:15,87.08,34
06:13:16,86.72,33
06:13:17,82.4,37
06:13:18,80.42,38
06:13:19,79.7,47
06:13:20,76.82,51
06:13:21,74.3,45
06:13:22,75.02,29
06:13:23,75.2,40
06:14:00,74.48,42
06:14:01,73.22,33
06:14:02,69.62,38
06:14:03,65.48,45
06:14:04,65.48,47
06:14:05,63.14,52
06:14:06,68.36,45
06:14:07,71.42,42
06:14:08,73.58,41
06:14:09,76.46,37
06:14:10,77.9,33
06:14:11,79.88,30
06:14:12,81.32,28
06:14:13,82.4,27
06:14:14,84.38,25
06:14:15,84.56,29
06:14:16,82.94,29
06:14:17,81.68,39
06:14:18,80.78,40
06:14:19,77.18,31
06:14:20,72.14,50
06:14:21,69.8,40
06:14:22,68.54,44
06:14:23,66.74,48
06:15:00,65.48,55
06:15:01,63.5,60
06:15:02,64.04,57
06:15:03,64.04,58
06:15:04,64.4,56
06:15:05,64.22,56
06:15:06,65.66,54
06:15:07,68.18,49
06:15:08,71.42,44
06:15:09,77.36,34
06:15:10,81.32,30
06:15:11,83.84,29
06:15:12,85.82,26
06:15:13,87.26,23
06:15:14,89.06,23
06:15:15,87.44,27
06:15:16,86.54,32
06:15:17,86.36,35
06:15:18,85.1,36
06:15:19,81.32,38
06:15:20,73.76,51
06:15:21,71.06,63
06:15:22,69.08,70
06:15:23,67.46,73
06:16:00,66.2,77
06:16:01,66.56,69
06:16:02,65.3,68
06:16:03,66.2,66
06:16:04,65.48,67
06:16:05,62.96,68
06:16:06,68.18,56
06:16:07,73.04,52
06:16:08,79.7,32
06:16:09,83.66,27
06:16:10,86.9,24
06:16:11,88.88,23
06:16:12,90.86,22
06:16:13,92.48,21
06:16:14,93.38,23
06:16:15,91.4,22
06:16:16,91.22,22
06:16:17,89.96,24
06:16:18,88.16,24
06:16:19,85.1,33
06:16:20,81.5,43
06:16:21,75.74,38
06:16:22,72.5,61
06:16:23,69.8,70
06:17:00,69.8,75
06:17:01,67.64,67
06:17:02,67.46,68
06:17:03,67.28,65
06:17:04,67.28,63
06:17:05,68.18,61
06:17:06,69.26,59
06:17:07,73.76,48
06:17:08,79.52,36
06:17:09,85.28,28
06:17:10,88.16,26
06:17:11,89.96,24
06:17:12,91.04,23
06:17:13,92.3,33
06:17:14,89.06,33
06:17:15,91.4,27
06:17:16,90.32,24
06:17:17,89.06,25
06:17:18,86.36,26
06:17:19,77.9,36
06:17:20,73.4,41
06:17:21,71.6,48
06:17:22,70.34,78
06:17:23,69.44,83
06:18:00,68.54,83
06:18:01,68.9,84
06:18:02,67.46,83
06:18:03,67.46,83
06:18:04,66.02,82
06:18:05,64.58,84
06:18:06,68.18,80
06:18:07,71.6,71
06:18:08,75.2,48
06:18:09,78.98,42
06:18:10,82.94,42
06:18:11,86.18,39
06:18:12,86.36,43
06:18:13,86.54,41
06:18:14,83.66,47
06:18:15,80.06,54
06:18:16,84.56,35
06:18:17,85.64,45
06:18:18,83.3,36
06:18:19,76.46,51
06:18:20,71.42,60
06:18:21,70.16,82
06:18:22,69.44,85
06:18:23,69.08,87
06:19:00,68.72,89
06:19:01,69.26,89
06:19:02,69.26,87
06:19:03,68,88
06:19:04,68.18,90
06:19:05,68.72,89
06:19:06,69.8,81
06:19:07,72.5,75
06:19:08,74.3,69
06:19:09,78.26,60
06:19:10,80.42,56
06:19:11,82.04,51
06:19:12,85.28,45
06:19:13,86.9,45
06:19:14,86,47
06:19:15,82.76,49
06:19:16,81.32,55
06:19:17,79.34,57
06:19:18,77.36,59
06:19:19,75.56,64
06:19:20,73.58,69
06:19:21,72.86,75
06:19:22,71.96,78
06:19:23,71.96,78
06:20:00,71.96,78
06:20:01,72.14,74
06:20:02,71.96,75
06:20:03,70.88,81
06:20:04,70.7,83
06:20:05,70.7,85
06:20:06,71.06,85
06:20:07,72.5,80
06:20:08,75.02,74
06:20:09,79.16,60
06:20:10,81.5,54
06:20:11,83.3,48
06:20:12,84.38,46
06:20:13,86.9,44
06:20:14,86.9,47
06:20:15,85.64,48
06:20:16,84.74,49
06:20:17,82.76,50
06:20:18,80.6,51
06:20:19,79.34,51
06:20:20,76.46,58
06:20:21,75.56,59
06:20:22,71.78,65
06:20:23,69.8,74
06:21:00,68.9,77
06:21:01,68.18,80
06:21:02,67.46,78
06:21:03,66.56,78
06:21:04,65.48,83
06:21:05,66.02,83
06:21:06,67.82,77
06:21:07,71.42,71
06:21:08,75.2,64
06:21:09,79.7,53
06:21:10,83.12,47
06:21:11,86.54,43
06:21:12,89.42,39
06:21:13,91.4,34
06:21:14,92.84,35
06:21:15,92.84,32
06:21:16,92.3,32
06:21:17,92.66,28
06:21:18,90.5,31
06:21:19,88.52,38
06:21:20,77.9,49
06:21:21,75.2,69
06:21:22,73.58,74
06:21:23,72.14,78
06:22:00,71.06,79
06:22:01,71.06,81
06:22:02,69.08,81
06:22:03,68.36,80
06:22:04,66.92,82
06:22:05,65.84,84
06:22:06,69.98,75
06:22:07,73.58,67
06:22:08,79.52,53
06:22:09,85.28,43
06:22:10,88.7,38
06:22:11,91.4,29
06:22:12,92.66,29
06:22:13,93.74,38
06:22:14,93.56,39
06:22:15,92.84,37
06:22:16,90.32,40
06:22:17,86.72,33
06:22:18,83.66,35
06:22:19,80.6,37
06:22:20,77.72,46
06:22:21,76.82,56
06:22:22,74.84,65
06:22:23,73.4,69
06:23:00,71.96,79
06:23:01,70.16,86
06:23:02,69.8,87
06:23:03,68.9,88
06:23:04,69.26,84
06:23:05,67.1,87
06:23:06,70.16,81
06:23:07,74.12,73
06:23:08,77.9,60
06:23:09,82.4,49
06:23:10,85.46,44
06:23:11,87.8,41
06:23:12,89.06,34
06:23:13,90.86,29
06:23:14,90.5,29
06:23:15,88.7,32
06:23:16,87.8,34
06:23:17,85.1,38
06:23:18,82.22,44
06:23:19,78.62,54
06:23:20,75.92,63
06:23:21,74.3,68
06:23:22,72.86,72
06:23:23,71.42,75
06:24:00,70.52,77
06:24:01,69.8,77
06:24:02,69.26,76
06:24:03,68,77
06:24:04,68.18,76
06:24:05,67.82,78
06:24:06,69.8,70
06:24:07,73.04,64
06:24:08,77.54,54
06:24:09,80.96,47
06:24:10,84.2,43
06:24:11,87.62,35
06:24:12,87.26,36
06:24:13,88.7,34
06:24:14,88.16,35
06:24:15,87.26,35
06:24:16,86.18,37
06:24:17,84.02,42
06:24:18,81.86,47
06:24:19,79.16,53
06:24:20,76.28,59
06:24:21,74.3,64
06:24:22,73.22,70
06:24:23,72.14,73
06:25:00,70.7,78
06:25:01,69.98,80
06:25:02,69.26,77
06:25:03,68,79
06:25:04,67.28,79
06:25:05,67.46,77
06:25:06,69.08,72
06:25:07,73.04,63
06:25:08,75.92,57
06:25:09,78.08,50
06:25:10,78.08,48
06:25:11,78.8,40
06:25:12,83.48,50
06:25:13,84.56,46
06:25:14,86.9,42
06:25:15,88.7,35
06:25:16,88.34,37
06:25:17,86.36,37
06:25:18,83.12,37
06:25:19,80.24,48
06:25:20,77.54,47
06:25:21,75.2,52
06:25:22,73.58,52
06:25:23,71.96,58
06:26:00,70.88,58
06:26:01,70.52,71
06:26:02,69.98,69
06:26:03,68.9,67
06:26:04,68.54,63
06:26:05,68.18,58
06:26:06,69.08,56
06:26:07,73.4,52
06:26:08,78.62,38
06:26:09,83.48,42
06:26:10,87.98,34
06:26:11,90.86,32
06:26:12,92.3,29
06:26:13,91.94,30
06:26:14,92.12,27
06:26:15,91.58,27
06:26:16,91.4,25
06:26:17,89.78,27
06:26:18,86.54,37
06:26:19,83.12,43
06:26:20,78.98,55
06:26:21,76.82,62
06:26:22,74.48,69
06:26:23,73.76,73
06:27:00,73.22,74
06:27:01,72.5,76
06:27:02,71.42,73
06:27:03,69.98,74
06:27:04,69.08,77
06:27:05,69.08,75
06:27:06,71.96,67
06:27:07,75.56,57
06:27:08,79.16,61
06:27:09,82.4,52
06:27:10,84.74,46
06:27:11,87.62,41
06:27:12,89.78,37
06:27:13,91.94,33
06:27:14,91.94,30
06:27:15,90.86,34
06:27:16,88.88,40
06:27:17,87.08,46
06:27:18,84.56,51
06:27:19,81.32,60
06:27:20,78.26,70
06:27:21,76.46,73
06:27:22,75.74,74
06:27:23,74.48,78
06:28:00,73.4,81
06:28:01,72.86,82
06:28:02,72.32,83
06:28:03,71.78,84
06:28:04,70.34,83
06:28:05,68.36,88
06:28:06,72.86,78
06:28:07,75.2,75
06:28:08,80.42,58
06:28:09,87.26,34
06:28:10,90.86,25
06:28:11,94.28,22
06:28:12,95.9,21
06:28:13,97.52,26
06:28:14,95.72,34
06:28:15,95.9,24
06:28:16,96.26,24
06:28:17,89.24,35
06:28:18,85.46,36
06:28:19,81.5,37
06:28:20,78.26,44
06:28:21,76.1,51
06:28:22,74.66,80
06:28:23,73.22,83
06:29:00,72.32,84
06:29:01,70.34,82
06:29:02,69.62,83
06:29:03,68,86
06:29:04,67.82,84
06:29:05,67.46,83
06:29:06,70.16,79
06:29:07,74.66,74
06:29:08,78.98,66
06:29:09,82.58,55
06:29:10,85.82,50
06:29:11,88.88,35
06:29:12,91.22,33
06:29:13,92.66,32
06:29:14,93.56,40
06:29:15,94.1,34
06:29:16,93.92,39
06:29:17,92.3,37
06:29:18,89.96,38
06:29:19,84.38,46
06:29:20,80.24,52
06:29:21,77.36,57
06:29:22,75.74,67
06:29:23,74.3,75
06:30:00,72.68,81
06:30:01,71.24,80
06:30:02,70.88,79
06:30:03,68.9,79
06:30:04,68.36,80
06:30:05,67.82,79
06:30:06,71.78,71
06:30:07,75.02,64
06:30:08,79.52,56
06:30:09,85.1,44
06:30:10,87.8,46
06:30:11,90.32,46
06:30:12,91.4,43
06:30:13,92.66,40
06:30:14,93.02,41
06:30:15,94.28,32
06:30:16,93.74,31
06:30:17,92.3,29
06:30:18,84.38,40
06:30:19,81.14,46
06:30:20,78.44,55
06:30:21,75.74,61
06:30:22,73.4,63
06:30:23,71.24,65
07:01:00,68.9,64
07:01:01,66.92,67
07:01:02,65.66,69
07:01:03,66.02,68
07:01:04,67.82,64
07:01:05,71.42,55
07:01:06,69.26,60
07:01:07,73.4,54
07:01:08,77.36,39
07:01:09,80.6,40
07:01:10,80.78,46
07:01:11,70.88,72
07:01:12,77.36,54
07:01:13,78.26,67
07:01:14,79.16,63
07:01:15,79.88,42
07:01:16,80.06,44
07:01:17,80.06,43
07:01:18,80.06,42
07:01:19,75.56,55
07:01:20,73.4,61
07:01:21,70.88,68
07:01:22,69.08,72
07:01:23,68.18,74
07:02:00,67.28,75
07:02:01,66.2,78
07:02:02,65.3,80
07:02:03,63.86,79
07:02:04,63.86,80
07:02:05,63.86,78
07:02:06,65.66,73
07:02:07,69.8,66
07:02:08,73.76,60
07:02:09,77.36,47
07:02:10,81.5,39
07:02:11,83.3,37
07:02:12,84.56,35
07:02:13,86.9,33
07:02:14,85.46,37
07:02:15,85.46,37
07:02:16,85.1,38
07:02:17,83.66,39
07:02:18,80.96,44
07:02:19,78.8,46
07:02:20,75.56,52
07:02:21,73.58,58
07:02:22,71.6,65
07:02:23,70.16,71
07:03:00,68.9,72
07:03:01,68,74
07:03:02,66.56,73
07:03:03,65.48,76
07:03:04,64.58,77
07:03:05,64.58,76
07:03:06,67.46,69
07:03:07,71.96,62
07:03:08,76.46,58
07:03:09,79.16,53
07:03:10,81.68,46
07:03:11,85.28,37
07:03:12,87.26,32
07:03:13,88.7,30
07:03:14,87.98,31
07:03:15,87.26,33
07:03:16,86.9,34
07:03:17,85.46,35
07:03:18,83.48,38
07:03:19,79.7,45
07:03:20,76.1,55
07:03:21,73.76,65
07:03:22,71.96,71
07:03:23,70.7,75
07:04:00,69.8,75
07:04:01,68.36,76
07:04:02,67.1,79
07:04:03,66.2,79
07:04:04,66.2,73
07:04:05,65.3,72
07:04:06,68,68
07:04:07,71.96,61
07:04:08,76.28,53
07:04:09,80.78,46
07:04:10,83.66,44
07:04:11,86.36,40
07:04:12,87.26,40
07:04:13,87.26,39
07:04:14,88.16,41
07:04:15,87.08,42
07:04:16,86.36,43
07:04:17,84.56,44
07:04:18,82.4,50
07:04:19,78.98,57
07:04:20,76.1,65
07:04:21,74.48,73
07:04:22,72.86,78
07:04:23,71.96,81
07:05:00,71.6,83
07:05:01,71.06,83
07:05:02,70.16,84
07:05:03,69.26,83
07:05:04,68.36,84
07:05:05,68,83
07:05:06,69.8,79
07:05:07,73.4,71
07:05:08,77.9,62
07:05:09,80.6,58
07:05:10,83.3,54
07:05:11,84.56,54
07:05:12,86.36,49
07:05:13,87.8,47
07:05:14,88.16,43
07:05:15,87.8,46
07:05:16,87.26,45
07:05:17,86,47
07:05:18,84.2,48
07:05:19,80.6,52
07:05:20,79.88,49
07:05:21,79.7,54
07:05:22,78.98,57
07:05:23,77.18,60
07:06:00,76.46,58
07:06:01,76.1,58
07:06:02,75.2,64
07:06:03,75.2,65
07:06:04,76.1,55
07:06:05,75.56,54
07:06:06,76.1,58
07:06:07,79.7,66
07:06:08,84.56,54
07:06:09,88.7,39
07:06:10,88.16,39
07:06:11,87.26,43
07:06:12,89.6,35
07:06:13,92.48,45
07:06:14,90.5,38
07:06:15,89.06,43
07:06:16,89.96,37
07:06:17,89.6,38
07:06:18,85.46,48
07:06:19,82.76,54
07:06:20,80.96,54
07:06:21,80.6,54
07:06:22,79.88,55
07:06:23,78.8,54
07:07:00,76.1,63
07:07:01,75.56,67
07:07:02,73.76,69
07:07:03,73.76,68
07:07:04,72.5,68
07:07:05,71.06,72
07:07:06,72.68,66
07:07:07,72.86,68
07:07:08,79.16,64
07:07:09,82.58,63
07:07:10,82.76,60
07:07:11,84.38,61
07:07:12,84.38,63
07:07:13,85.1,62
07:07:14,82.76,67
07:07:15,82.4,69
07:07:16,81.86,69
07:07:17,81.5,71
07:07:18,79.88,74
07:07:19,78.08,80
07:07:20,77,84
07:07:21,76.46,85
07:07:22,76.1,84
07:07:23,74.66,86
07:08:00,74.66,88
07:08:01,73.76,91
07:08:02,73.4,89
07:08:03,72.5,91
07:08:04,71.6,88
07:08:05,70.16,79
07:08:06,71.96,74
07:08:07,75.56,67
07:08:08,79.7,57
07:08:09,83.66,44
07:08:10,89.06,33
07:08:11,90.86,29
07:08:12,93.2,27
07:08:13,94.46,28
07:08:14,95,30
07:08:15,94.46,31
07:08:16,94.1,30
07:08:17,91.76,30
07:08:18,86,36
07:08:19,87.8,33
07:08:20,85.1,35
07:08:21,81.68,40
07:08:22,80.06,47
07:08:23,77.9,51
07:09:00,76.46,48
07:09:01,75.2,51
07:09:02,73.4,53
07:09:03,72.5,53
07:09:04,71.96,56
07:09:05,72.68,52
07:09:06,73.76,55
07:09:07,77.36,48
07:09:08,83.48,38
07:09:09,89.6,33
07:09:10,93.56,28
07:09:11,95.9,26
07:09:12,97.88,24
07:09:13,98.06,24
07:09:14,100.76,22
07:09:15,99.68,25
07:09:16,97.16,27
07:09:17,96.26,27
07:09:18,93.38,29
07:09:19,89.96,30
07:09:20,86.9,32
07:09:21,83.48,48
07:09:22,80.78,40
07:09:23,79.7,57
07:10:00,77.9,63
07:10:01,75.56,69
07:10:02,74.3,56
07:10:03,74.3,57
07:10:04,72.86,63
07:10:05,71.96,66
07:10:06,74.48,62
07:10:07,78.26,56
07:10:08,82.76,53
07:10:09,86.36,47
07:10:10,91.4,31
07:10:11,96.26,30
07:10:12,97.16,30
07:10:13,98.06,25
07:10:14,97.16,27
07:10:15,97.16,27
07:10:16,96.08,28
07:10:17,94.28,29
07:10:18,90.86,32
07:10:19,85.28,49
07:10:20,80.78,59
07:10:21,78.8,60
07:10:22,77.36,69
07:10:23,76.1,71
07:11:00,75.38,73
07:11:01,74.66,67
07:11:02,73.4,73
07:11:03,73.4,69
07:11:04,72.5,71
07:11:05,71.06,72
07:11:06,72.86,68
07:11:07,78.08,54
07:11:08,82.4,49
07:11:09,86.9,35
07:11:10,89.06,34
07:11:11,91.76,36
07:11:12,93.56,33
07:11:13,95,32
07:11:14,95,33
07:11:15,95.36,31
07:11:16,94.46,30
07:11:17,92.48,34
07:11:18,89.06,39
07:11:19,85.1,46
07:11:20,82.58,47
07:11:21,80.96,52
07:11:22,79.16,58
07:11:23,78.26,60
07:12:00,77.18,66
07:12:01,75.38,71
07:12:02,74.3,74
07:12:03,72.86,76
07:12:04,72.5,78
07:12:05,71.78,78
07:12:06,73.58,72
07:12:07,77,66
07:12:08,81.5,59
07:12:09,88.7,41
07:12:10,92.3,37
07:12:11,95.36,31
07:12:12,97.7,30
07:12:13,100.4,32
07:12:14,101.66,32
07:12:15,102.2,33
07:12:16,101.66,35
07:12:17,99.86,37
07:12:18,96.26,40
07:12:19,91.4,32
07:12:20,87.08,50
07:12:21,84.56,55
07:12:22,81.86,62
07:12:23,80.06,71
07:13:00,78.8,72
07:13:01,78.08,77
07:13:02,77.36,83
07:13:03,76.28,89
07:13:04,76.46,89
07:13:05,76.46,86
07:13:06,77.9,84
07:13:07,78.98,80
07:13:08,81.5,74
07:13:09,85.46,65
07:13:10,89.06,42
07:13:11,92.66,50
07:13:12,96.26,45
07:13:13,98.06,44
07:13:14,98.06,43
07:13:15,95.18,48
07:13:16,90.68,54
07:13:17,91.4,54
07:13:18,89.6,57
07:13:19,86,64
07:13:20,83.3,68
07:13:21,81.68,70
07:13:22,81.5,69
07:13:23,80.6,72
07:14:00,79.16,78
07:14:01,77.9,84
07:14:02,77.36,85
07:14:03,77.9,83
07:14:04,78.08,83
07:14:05,78.08,84
07:14:06,77.9,84
07:14:07,79.16,80
07:14:08,80.6,75
07:14:09,81.68,75
07:14:10,85.1,64
07:14:11,88.16,56
07:14:12,90.86,50
07:14:13,92.3,48
07:14:14,91.58,48
07:14:15,90.86,49
07:14:16,89.96,50
07:14:17,88.16,53
07:14:18,85.1,59
